=== Shared String - Reader-Writer Problem ===
Mode: fair
Readers: 5, Writers: 8, Duration: 8 seconds

[22:43:25.951] [R2] started
[22:43:31.209] [W8] wrote: "Operating systems manage hardware and software resources."
[22:43:31.212] [W4] wrote: "Readers and writers must coordinate access to shared data."
[22:43:31.216] [R2] read: "Readers and writers must coordinate access to shared data."
[22:43:31.217] [W5] wrote: "X"
[22:43:31.226] [W1] wrote: "X"
[22:43:31.226] [R1] read: "X"
[22:43:31.230] [R4] read: "X"
[22:43:31.233] [R5] read: "X"
[22:43:31.236] [W2] wrote: "A"
[22:43:31.242] [R2] read: "A"
[22:43:31.242] [R3] read: "A"
[22:43:31.248] [W6] wrote: "Operating systems manage hardware and software resources."
[22:43:31.255] [W3] wrote: "Hello World!"
[22:43:31.260] [R4] read: "Hello World!"
[22:43:31.265] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:31.267] [W4] wrote: "Race!"
[22:43:31.267] [R2] read: "Race!"
[22:43:31.270] [W1] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:31.282] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:31.284] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:31.286] [R5] read: "The quick brown fox jumps over the lazy dog."
[22:43:31.286] [R4] read: "The quick brown fox jumps over the lazy dog."
[22:43:31.287] [W6] wrote: "X"
[22:43:31.288] [R2] read: "X"
[22:43:31.289] [W8] wrote: "X"
[22:43:31.290] [R3] read: "X"
[22:43:31.298] [W2] wrote: "Hello World!"
[22:43:31.301] [W5] wrote: "Readers and writers must coordinate access to shared data."
[22:43:31.307] [R5] read: "Readers and writers must coordinate access to shared data."
[22:43:31.315] [R2] read: "Readers and writers must coordinate access to shared data."
[22:43:31.316] [R1] read: "Readers and writers must coordinate access to shared data."
[22:43:31.322] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:31.338] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:31.340] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:31.340] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:31.342] [W4] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:31.348] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:31.351] [W1] wrote: "Readers and writers must coordinate access to shared data."
[22:43:31.352] [R1] read: "Readers and writers must coordinate access to shared data."
[22:43:31.352] [W8] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:31.357] [W7] wrote: "Operating systems manage hardware and software resources."
[22:43:31.361] [R5] read: "Operating systems manage hardware and software resources."
[22:43:31.369] [W5] wrote: "Race!"
[22:43:31.378] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:31.381] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:43:31.387] [R4] read: "The quick brown fox jumps over the lazy dog."
[22:43:31.390] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:43:31.397] [W3] wrote: "Operating systems manage hardware and software resources."
[22:43:31.401] [R5] read: "Operating systems manage hardware and software resources."
[22:43:31.404] [R1] read: "Operating systems manage hardware and software resources."
[22:43:31.407] [W1] wrote: "Race!"
[22:43:31.409] [W2] wrote: "Operating systems manage hardware and software resources."
[22:43:31.409] [W6] wrote: "Readers and writers must coordinate access to shared data."
[22:43:31.414] [W4] wrote: "Pthread library provides powerful threading primitives."
[22:43:31.420] [W5] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:31.427] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:43:31.429] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:43:31.430] [W3] wrote: "X"
[22:43:31.433] [W8] wrote: "Readers and writers must coordinate access to shared data."
[22:43:31.436] [W7] wrote: "X"
[22:43:31.436] [R5] read: "X"
[22:43:31.441] [R2] read: "X"
[22:43:31.443] [W1] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:31.444] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:43:31.450] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:43:31.455] [W4] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:31.457] [W2] wrote: "X"
[22:43:31.461] [W6] wrote: "Race!"
[22:43:31.464] [R2] read: "Race!"
[22:43:31.474] [R1] read: "Race!"
[22:43:31.477] [W3] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:31.484] [W1] wrote: "Pthread library provides powerful threading primitives."
[22:43:31.486] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:31.488] [W5] wrote: "Pthread library provides powerful threading primitives."
[22:43:31.490] [R5] read: "Pthread library provides powerful threading primitives."
[22:43:31.494] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:31.509] [R1] read: "Pthread library provides powerful threading primitives."
[22:43:31.512] [R2] read: "Pthread library provides powerful threading primitives."
[22:43:31.517] [W8] wrote: "Race!"
[22:43:31.525] [W1] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:31.529] [W6] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:31.529] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:31.531] [W7] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:31.532] [W4] wrote: "AB"
[22:43:31.540] [R2] read: "AB"
[22:43:31.541] [R3] read: "AB"
[22:43:31.543] [R4] read: "AB"
[22:43:31.547] [W2] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:31.552] [W8] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:31.555] [W3] wrote: "Readers and writers must coordinate access to shared data."
[22:43:31.561] [R1] read: "Readers and writers must coordinate access to shared data."
[22:43:31.564] [W7] wrote: "Readers and writers must coordinate access to shared data."
[22:43:31.568] [R5] read: "Readers and writers must coordinate access to shared data."
[22:43:31.573] [R3] read: "Readers and writers must coordinate access to shared data."
[22:43:31.575] [W6] wrote: "Pthread library provides powerful threading primitives."
[22:43:31.580] [W1] wrote: "AB"
[22:43:31.587] [W5] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:31.593] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:31.600] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:31.600] [W8] wrote: "Pthread library provides powerful threading primitives."
[22:43:31.612] [R1] read: "Pthread library provides powerful threading primitives."
[22:43:31.618] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:31.618] [R5] read: "Pthread library provides powerful threading primitives."
[22:43:31.618] [W2] wrote: "Readers and writers must coordinate access to shared data."
[22:43:31.632] [W4] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:31.632] [W7] wrote: "Race!"
[22:43:31.635] [R4] read: "Race!"
[22:43:31.645] [R1] read: "Race!"
[22:43:31.652] [W1] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:31.652] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:31.654] [W3] wrote: "Race!"
[22:43:31.659] [R3] read: "Race!"
[22:43:31.661] [W6] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:31.668] [W4] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:31.672] [W5] wrote: "AB"
[22:43:31.673] [R1] read: "AB"
[22:43:31.676] [R5] read: "AB"
[22:43:31.679] [R3] read: "AB"
[22:43:31.686] [R2] read: "AB"
[22:43:31.686] [W8] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:31.692] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:31.693] [W2] wrote: "Race!"
[22:43:31.702] [W1] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:31.702] [W7] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:31.708] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:43:31.709] [W4] wrote: "Test"
[22:43:31.710] [R5] read: "Test"
[22:43:31.721] [R1] read: "Test"
[22:43:31.728] [R2] read: "Test"
[22:43:31.731] [R5] read: "Test"
[22:43:31.732] [W3] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:31.746] [W6] wrote: "AB"
[22:43:31.748] [R4] read: "AB"
[22:43:31.749] [R1] read: "AB"
[22:43:31.753] [W4] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:31.759] [W2] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:31.760] [W1] wrote: "Test"
[22:43:31.767] [W5] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:31.767] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:31.768] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:31.770] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:31.774] [R1] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:31.777] [W8] wrote: "AB"
[22:43:31.794] [R1] read: "AB"
[22:43:31.796] [W7] wrote: "Pthread library provides powerful threading primitives."
[22:43:31.797] [R2] read: "Pthread library provides powerful threading primitives."
[22:43:31.803] [W3] wrote: "Pthread library provides powerful threading primitives."
[22:43:31.808] [R5] read: "Pthread library provides powerful threading primitives."
[22:43:31.808] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:31.812] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:31.821] [W8] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:31.823] [W4] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:31.826] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:31.837] [W2] wrote: "Pthread library provides powerful threading primitives."
[22:43:31.838] [R2] read: "Pthread library provides powerful threading primitives."
[22:43:31.842] [W6] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:31.844] [W5] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:31.846] [W7] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:31.846] [R5] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:31.858] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:31.859] [W1] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:31.859] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:31.869] [W4] wrote: "!"
[22:43:31.872] [R2] read: "!"
[22:43:31.873] [R5] read: "!"
[22:43:31.873] [W8] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:31.876] [W3] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:31.878] [W7] wrote: "AB"
[22:43:31.885] [R1] read: "AB"
[22:43:31.891] [W6] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:31.894] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:31.898] [W5] wrote: "Test"
[22:43:31.906] [R1] read: "Test"
[22:43:31.910] [W7] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:31.915] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:31.916] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:31.917] [W2] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:31.925] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:31.931] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:31.936] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:31.954] [W3] wrote: "AB"
[22:43:31.956] [W1] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:31.963] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:31.969] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:31.969] [W4] wrote: "Context switching between threads has performance overhead costs."
[22:43:31.969] [W6] wrote: "Test"
[22:43:31.970] [R5] read: "Test"
[22:43:31.974] [W8] wrote: "Test"
[22:43:31.981] [R2] read: "Test"
[22:43:31.982] [W2] wrote: "AB"
[22:43:31.994] [W5] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:31.995] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:32.006] [W7] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:32.006] [W1] wrote: "!"
[22:43:32.007] [R4] read: "!"
[22:43:32.007] [R5] read: "!"
[22:43:32.010] [R1] read: "!"
[22:43:32.016] [R2] read: "!"
[22:43:32.019] [W8] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:32.025] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:32.026] [W2] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:32.029] [W4] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:32.032] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:32.038] [W3] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:32.043] [W5] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:32.044] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:32.050] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:32.051] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:32.056] [W7] wrote: "Test"
[22:43:32.063] [R3] read: "Test"
[22:43:32.066] [W2] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:32.067] [W6] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:32.079] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:32.086] [W1] wrote: "Context switching between threads has performance overhead costs."
[22:43:32.091] [R4] read: "Context switching between threads has performance overhead costs."
[22:43:32.097] [R1] read: "Context switching between threads has performance overhead costs."
[22:43:32.097] [W4] wrote: "A"
[22:43:32.099] [W2] wrote: "Test"
[22:43:32.106] [W8] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:32.107] [W5] wrote: "!"
[22:43:32.107] [W7] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:32.109] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:32.110] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:32.121] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:32.133] [W6] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:32.133] [W2] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:32.135] [W3] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:32.138] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:32.138] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:32.139] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:32.140] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:32.158] [W5] wrote: "Context switching between threads has performance overhead costs."
[22:43:32.160] [R4] read: "Context switching between threads has performance overhead costs."
[22:43:32.161] [R5] read: "Context switching between threads has performance overhead costs."
[22:43:32.161] [W8] wrote: "!"
[22:43:32.173] [R1] read: "!"
[22:43:32.179] [W1] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:32.181] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:32.186] [W7] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:32.187] [W6] wrote: "!"
[22:43:32.187] [W3] wrote: "Test"
[22:43:32.188] [W4] wrote: "Hello World!"
[22:43:32.188] [R3] read: "Hello World!"
[22:43:32.189] [R4] read: "Hello World!"
[22:43:32.193] [W8] wrote: "Context switching between threads has performance overhead costs."
[22:43:32.198] [W2] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:32.201] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:32.214] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:32.219] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:32.221] [R3] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:32.230] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:32.232] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:32.235] [W5] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:32.235] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:32.237] [W6] wrote: "Context switching between threads has performance overhead costs."
[22:43:32.238] [W2] wrote: "!"
[22:43:32.246] [R2] read: "!"
[22:43:32.246] [W7] wrote: "!"
[22:43:32.249] [W1] wrote: "A"
[22:43:32.252] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:32.264] [R4] read: "The quick brown fox jumps over the lazy dog."
[22:43:32.268] [W2] wrote: "Context switching between threads has performance overhead costs."
[22:43:32.280] [W7] wrote: "Context switching between threads has performance overhead costs."
[22:43:32.280] [W8] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:32.281] [W5] wrote: "A"
[22:43:32.281] [R3] read: "A"
[22:43:32.283] [W3] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:32.288] [W6] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:32.290] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:32.290] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:32.292] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:32.293] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:32.310] [W2] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:32.313] [W7] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:32.313] [W5] wrote: "Hello World!"
[22:43:32.318] [R5] read: "Hello World!"
[22:43:32.327] [R1] read: "Hello World!"
[22:43:32.329] [R2] read: "Hello World!"
[22:43:32.331] [R3] read: "Hello World!"
[22:43:32.337] [R4] read: "Hello World!"
[22:43:32.343] [W2] wrote: "A"
[22:43:32.344] [W1] wrote: "Hello World!"
[22:43:32.346] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:32.349] [W4] wrote: "Operating systems manage hardware and software resources."
[22:43:32.359] [W6] wrote: "A"
[22:43:32.359] [W8] wrote: "A"
[22:43:32.363] [R4] read: "A"
[22:43:32.363] [W3] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:32.368] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:32.380] [W7] wrote: "A"
[22:43:32.380] [W5] wrote: "Operating systems manage hardware and software resources."
[22:43:32.381] [R2] read: "Operating systems manage hardware and software resources."
[22:43:32.382] [R3] read: "Operating systems manage hardware and software resources."
[22:43:32.386] [R4] read: "Operating systems manage hardware and software resources."
[22:43:32.388] [R1] read: "Operating systems manage hardware and software resources."
[22:43:32.389] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:32.389] [R5] read: "The quick brown fox jumps over the lazy dog."
[22:43:32.401] [W6] wrote: "Hello World!"
[22:43:32.411] [R2] read: "Hello World!"
[22:43:32.418] [W4] wrote: "X"
[22:43:32.428] [R5] read: "X"
[22:43:32.434] [R3] read: "X"
[22:43:32.434] [R4] read: "X"
[22:43:32.435] [W2] wrote: "Hello World!"
[22:43:32.436] [W3] wrote: "!"
[22:43:32.437] [R1] read: "!"
[22:43:32.442] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:32.445] [W8] wrote: "Hello World!"
[22:43:32.448] [R2] read: "Hello World!"
[22:43:32.457] [R3] read: "Hello World!"
[22:43:32.458] [W1] wrote: "Operating systems manage hardware and software resources."
[22:43:32.460] [R4] read: "Operating systems manage hardware and software resources."
[22:43:32.473] [R5] read: "Operating systems manage hardware and software resources."
[22:43:32.474] [W7] wrote: "Hello World!"
[22:43:32.479] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:32.480] [W5] wrote: "X"
[22:43:32.480] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:32.483] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:43:32.488] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:43:32.492] [R4] read: "The quick brown fox jumps over the lazy dog."
[22:43:32.496] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:43:32.504] [R5] read: "The quick brown fox jumps over the lazy dog."
[22:43:32.506] [W1] wrote: "X"
[22:43:32.508] [W6] wrote: "Operating systems manage hardware and software resources."
[22:43:32.512] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:32.515] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:43:32.521] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:32.523] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:32.527] [W3] wrote: "Context switching between threads has performance overhead costs."
[22:43:32.528] [R4] read: "Context switching between threads has performance overhead costs."
[22:43:32.532] [W4] wrote: "Readers and writers must coordinate access to shared data."
[22:43:32.538] [R5] read: "Readers and writers must coordinate access to shared data."
[22:43:32.543] [R3] read: "Readers and writers must coordinate access to shared data."
[22:43:32.549] [W2] wrote: "Operating systems manage hardware and software resources."
[22:43:32.552] [R2] read: "Operating systems manage hardware and software resources."
[22:43:32.557] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:32.565] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:43:32.569] [R5] read: "The quick brown fox jumps over the lazy dog."
[22:43:32.576] [W1] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:32.579] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:32.583] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:32.589] [W8] wrote: "Operating systems manage hardware and software resources."
[22:43:32.589] [R1] read: "Operating systems manage hardware and software resources."
[22:43:32.591] [W6] wrote: "X"
[22:43:32.595] [W2] wrote: "X"
[22:43:32.602] [R3] read: "X"
[22:43:32.603] [W5] wrote: "Readers and writers must coordinate access to shared data."
[22:43:32.609] [W3] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:32.616] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:32.622] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:32.623] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:32.626] [W8] wrote: "X"
[22:43:32.630] [W4] wrote: "Race!"
[22:43:32.636] [R3] read: "Race!"
[22:43:32.646] [W2] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:32.646] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:32.651] [W7] wrote: "Operating systems manage hardware and software resources."
[22:43:32.652] [R2] read: "Operating systems manage hardware and software resources."
[22:43:32.660] [W8] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:32.666] [W1] wrote: "Readers and writers must coordinate access to shared data."
[22:43:32.666] [R5] read: "Readers and writers must coordinate access to shared data."
[22:43:32.667] [R3] read: "Readers and writers must coordinate access to shared data."
[22:43:32.670] [R4] read: "Readers and writers must coordinate access to shared data."
[22:43:32.671] [W5] wrote: "Race!"
[22:43:32.685] [W4] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:32.688] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:32.689] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:32.690] [W7] wrote: "X"
[22:43:32.693] [W2] wrote: "Readers and writers must coordinate access to shared data."
[22:43:32.696] [R1] read: "Readers and writers must coordinate access to shared data."
[22:43:32.699] [W3] wrote: "A"
[22:43:32.700] [R5] read: "A"
[22:43:32.709] [R3] read: "A"
[22:43:32.715] [R4] read: "A"
[22:43:32.716] [W5] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:32.722] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:32.722] [R2] read: "Mutual exclusion ensures only one writer at a time."
[22:43:32.727] [W4] wrote: "Pthread library provides powerful threading primitives."
[22:43:32.728] [W8] wrote: "Readers and writers must coordinate access to shared data."
[22:43:32.728] [W7] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:32.733] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:32.740] [W6] wrote: "Readers and writers must coordinate access to shared data."
[22:43:32.742] [R2] read: "Readers and writers must coordinate access to shared data."
[22:43:32.757] [W1] wrote: "Race!"
[22:43:32.758] [R1] read: "Race!"
[22:43:32.761] [R3] read: "Race!"
[22:43:32.762] [R4] read: "Race!"
[22:43:32.766] [R5] read: "Race!"
[22:43:32.766] [W3] wrote: "Hello World!"
[22:43:32.771] [W7] wrote: "Readers and writers must coordinate access to shared data."
[22:43:32.775] [W6] wrote: "Race!"
[22:43:32.780] [R2] read: "Race!"
[22:43:32.790] [W2] wrote: "Race!"
[22:43:32.794] [W8] wrote: "Race!"
[22:43:32.797] [W5] wrote: "Pthread library provides powerful threading primitives."
[22:43:32.799] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:32.802] [R5] read: "Pthread library provides powerful threading primitives."
[22:43:32.803] [R1] read: "Pthread library provides powerful threading primitives."
[22:43:32.804] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:32.806] [W4] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:32.810] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:32.817] [W7] wrote: "Race!"
[22:43:32.819] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:32.831] [W2] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:32.833] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:32.838] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:43:32.842] [W1] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:32.843] [R2] read: "Mutual exclusion ensures only one writer at a time."
[22:43:32.847] [W6] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:32.847] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:43:32.860] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:43:32.867] [W3] wrote: "Operating systems manage hardware and software resources."
[22:43:32.870] [W4] wrote: "AB"
[22:43:32.874] [W7] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:32.875] [W5] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:32.880] [W8] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:32.884] [W6] wrote: "Pthread library provides powerful threading primitives."
[22:43:32.888] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:32.890] [R5] read: "Pthread library provides powerful threading primitives."
[22:43:32.892] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:32.901] [R2] read: "Pthread library provides powerful threading primitives."
[22:43:32.913] [R1] read: "Pthread library provides powerful threading primitives."
[22:43:32.915] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:32.918] [W5] wrote: "AB"
[22:43:32.919] [W1] wrote: "Pthread library provides powerful threading primitives."
[22:43:32.922] [R2] read: "Pthread library provides powerful threading primitives."
[22:43:32.923] [W6] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:32.929] [W8] wrote: "Pthread library provides powerful threading primitives."
[22:43:32.931] [W2] wrote: "Pthread library provides powerful threading primitives."
[22:43:32.939] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:32.947] [W4] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:32.949] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:32.955] [W5] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:32.959] [W7] wrote: "Pthread library provides powerful threading primitives."
[22:43:32.961] [R2] read: "Pthread library provides powerful threading primitives."
[22:43:32.963] [R1] read: "Pthread library provides powerful threading primitives."
[22:43:32.965] [W3] wrote: "X"
[22:43:32.968] [W1] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:32.972] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
